subj,trial,id,f1_l,f2_l,f3_l,f1_r,f2_r,f3_r,resp,rt,n,nd,nc,critical,train
s1010,70,87,0,1,0,1,1,0,0.542807617,2.5368,2,1,1,TRUE,TRUE
s1010,71,53,1,1,1,1,0,1,0.552993164,1.9356,3,1,2,FALSE,TRUE
s1010,72,36,1,0,1,0,1,1,0.337011719,2.9549,3,2,1,FALSE,TRUE
s1010,73,72,1,1,0,0,0,0,0.012197266,3.5201,2,2,0,FALSE,FALSE
s1010,74,52,1,1,1,0,0,0,0.012197266,1.5028,3,3,0,FALSE,FALSE
s1010,75,54,1,1,1,0,0,1,0.104936523,3.3857,3,2,1,FALSE,TRUE
s1010,76,38,1,0,1,0,1,0,0.006665039,3.1701,3,3,0,FALSE,FALSE
s1010,77,33,1,0,1,1,0,1,0.996171875,2.788,2,0,2,FALSE,FALSE
s1010,78,78,1,1,0,0,1,0,0.419707031,2.6133,2,1,1,TRUE,TRUE
s1010,79,61,0,1,1,1,0,0,0.011572266,2.6034,3,3,0,FALSE,FALSE
s1010,80,48,0,0,1,0,1,0,0.481269531,3.8567,3,2,1,FALSE,TRUE
s1010,81,34,1,0,1,0,0,1,0.481894531,1.7374,2,1,1,TRUE,TRUE
s1010,82,44,0,0,1,0,0,1,0.997353516,2.2559,2,0,2,FALSE,FALSE
s1010,83,85,0,1,0,1,1,1,0.269995117,4.0703,3,2,1,FALSE,TRUE
s1010,84,62,0,1,1,0,0,0,0.310576172,148.5589,3,2,1,FALSE,TRUE
s1010,85,56,1,1,1,0,1,1,0.567446289,2.0224,3,1,2,TRUE,TRUE
s1010,86,26,0,0,0,0,1,1,0.588618164,1.5363,3,2,1,FALSE,TRUE
s1010,87,16,1,0,0,0,1,1,0.007133789,2.0047,3,3,0,FALSE,FALSE
s1010,88,58,1,1,1,0,1,0,0.024199219,2.1194,3,2,1,FALSE,TRUE
s1010,89,11,1,0,0,1,0,0,0.998842773,1.9199,1,0,1,FALSE,FALSE
s1010,90,63,0,1,1,1,0,1,0.22956543,2.6877,3,2,1,FALSE,TRUE
s1010,91,24,0,0,0,0,0,1,0.651567383,2.1555,2,1,1,FALSE,TRUE
s1010,92,45,0,0,1,1,1,1,0.278476562,2.0705,3,2,1,FALSE,TRUE
s1010,93,35,1,0,1,1,1,1,0.57465332,1.9902,3,1,2,FALSE,TRUE
s1010,94,57,1,1,1,1,1,0,0.606616211,2.953,3,1,2,FALSE,TRUE
s1010,95,14,1,0,0,0,0,1,0.017021484,58.0207,2,2,0,FALSE,FALSE
s1010,96,12,1,0,0,0,0,0,0.064604492,2.1198,1,1,0,TRUE,FALSE
s1010,97,73,1,1,0,1,0,1,0.477797852,2.7185,3,2,1,FALSE,TRUE
s1010,98,64,0,1,1,0,0,1,0.558735352,2.2886,3,1,2,FALSE,TRUE
s1010,99,83,0,1,0,1,0,1,0.011953125,2.3533,3,3,0,FALSE,FALSE
s1010,100,75,1,1,0,1,1,1,0.588598633,2.4552,3,1,2,FALSE,TRUE
s1010,101,43,0,0,1,1,0,1,0.468886719,3.1371,2,1,1,TRUE,TRUE
s1010,102,47,0,0,1,1,1,0,0.012514648,2.2893,3,3,0,FALSE,FALSE
s1010,103,42,0,0,1,0,0,0,0.6346875,2.0038,2,1,1,FALSE,TRUE
s1010,104,71,1,1,0,1,0,0,0.629418945,1.9377,2,1,1,FALSE,TRUE
s1010,105,27,0,0,0,1,1,0,0.009228516,2.1046,2,2,0,FALSE,FALSE
s1010,106,51,1,1,1,1,0,0,0.290004883,2.1215,3,2,1,FALSE,TRUE
s1010,107,32,1,0,1,0,0,0,0.024863281,2.9403,2,2,0,FALSE,FALSE
s1010,108,86,0,1,0,0,1,1,0.699643555,2.4714,3,1,2,FALSE,TRUE
s1010,109,17,1,0,0,1,1,0,0.562749023,1.9346,2,1,1,FALSE,TRUE
s1010,110,13,1,0,0,1,0,1,0.659990234,1.5689,2,1,1,FALSE,TRUE
s1010,111,77,1,1,0,1,1,0,0.991293945,2.1014,2,0,2,FALSE,FALSE
s1010,112,25,0,0,0,1,1,1,0.005097656,1.9879,3,3,0,FALSE,FALSE
s1010,113,46,0,0,1,0,1,1,0.676132813,2.1039,3,1,2,FALSE,TRUE
s1010,114,81,0,1,0,1,0,0,0.008481445,3.1048,2,2,0,FALSE,FALSE
s1010,115,74,1,1,0,0,0,1,0.007299805,2.0371,3,3,0,FALSE,FALSE
s1010,116,18,1,0,0,0,1,0,0.007299805,1.6897,2,2,0,FALSE,FALSE
s1010,117,76,1,1,0,0,1,1,0.10800293,3.1023,3,2,1,FALSE,TRUE
s1010,118,82,0,1,0,0,0,0,0.675039063,2.5721,2,1,1,FALSE,TRUE
s1010,119,23,0,0,0,1,0,1,0.012631836,2.0737,2,2,0,FALSE,FALSE
s1010,120,88,0,1,0,0,1,0,0.996542969,2.2378,2,0,2,FALSE,FALSE
s1010,121,66,0,1,1,0,1,1,0.99987793,2.0554,3,0,3,FALSE,FALSE
s1010,122,22,0,0,0,0,0,0,0.99987793,1.2552,1,0,1,FALSE,FALSE
s1010,123,55,1,1,1,1,1,1,0.99987793,1.3214,3,0,3,FALSE,FALSE
s1010,124,37,1,0,1,1,1,0,0.39715332,2.2702,3,2,1,FALSE,TRUE
s1010,125,84,0,1,0,0,0,1,0.447636719,1.9723,3,2,1,FALSE,TRUE
s1010,126,68,0,1,1,0,1,0,0.655375977,2.2696,3,1,2,FALSE,TRUE
s1010,127,28,0,0,0,0,1,0,0.58328125,1.9546,2,1,1,FALSE,TRUE
s1010,128,31,1,0,1,1,0,0,0.585966797,2.0888,2,1,1,FALSE,TRUE
s1011,1,78,1,1,0,0,1,0,0.471666718,5.2309,2,1,1,TRUE,TRUE
s1011,2,21,0,0,0,1,0,0,0.0025,2.4662,1,1,0,TRUE,FALSE
s1011,3,87,0,1,0,1,1,0,0.470833435,2.483,2,1,1,TRUE,TRUE
s1011,4,64,0,1,1,0,0,1,0.6925,3.0678,3,1,2,FALSE,TRUE
s1011,5,12,1,0,0,0,0,0,0.0025,2.632,1,1,0,TRUE,FALSE
s1011,6,35,1,0,1,1,1,1,0.4525,2.6578,3,1,2,FALSE,TRUE
s1011,7,26,0,0,0,0,1,1,0.580833435,2.0645,3,2,1,FALSE,TRUE
s1011,8,84,0,1,0,0,0,1,0.5275,1.8586,3,2,1,FALSE,TRUE
s1011,9,43,0,0,1,1,0,1,0.3325,2.7253,2,1,1,TRUE,TRUE
s1011,10,81,0,1,0,1,0,0,0.0025,2.683,2,2,0,FALSE,FALSE
s1011,11,48,0,0,1,0,1,0,0.3325,2.2068,3,2,1,FALSE,TRUE
s1011,12,46,0,0,1,0,1,1,0.468333435,1.9326,3,1,2,FALSE,TRUE
s1011,13,88,0,1,0,0,1,0,0.995,2.3984,2,0,2,FALSE,FALSE
s1011,14,73,1,1,0,1,0,1,0.4625,2.223,3,2,1,FALSE,TRUE
s1011,15,76,1,1,0,0,1,1,0.000833359,3.2664,3,2,1,FALSE,TRUE
s1011,16,13,1,0,0,1,0,1,0.483333435,1.791,2,1,1,FALSE,TRUE
s1011,17,34,1,0,1,0,0,1,0.3125,2.1563,2,1,1,TRUE,TRUE
s1011,18,62,0,1,1,0,0,0,0.4725,2.4151,3,2,1,FALSE,TRUE
s1011,19,32,1,0,1,0,0,0,0.001666718,2.432,2,2,0,FALSE,FALSE
s1011,20,11,1,0,0,1,0,0,0.995833435,2.2556,1,0,1,FALSE,FALSE
s1011,21,86,0,1,0,0,1,1,0.770833435,2.1914,3,1,2,FALSE,TRUE
s1011,22,65,0,1,1,1,1,1,0.466666718,2.3337,3,1,2,TRUE,TRUE
s1011,23,83,0,1,0,1,0,1,0.003333359,3.9006,3,3,0,FALSE,FALSE
s1011,24,27,0,0,0,1,1,0,0.004166718,2.4167,2,2,0,FALSE,FALSE
s1011,25,36,1,0,1,0,1,1,0.18,3.033,3,2,1,FALSE,TRUE
s1011,26,56,1,1,1,0,1,1,0.493333435,3.6012,3,1,2,TRUE,TRUE
s1011,27,15,1,0,0,1,1,1,0.505833435,2.883,3,2,1,FALSE,TRUE
s1011,28,51,1,1,1,1,0,0,0.5,1.5423,3,2,1,FALSE,TRUE
s1011,29,74,1,1,0,0,0,1,0.000833359,2.7916,3,3,0,FALSE,FALSE
s1011,30,16,1,0,0,0,1,1,0.0025,2.8589,3,3,0,FALSE,FALSE
s1011,31,41,0,0,1,1,0,0,0.0025,2.0422,2,2,0,FALSE,FALSE
s1011,32,77,1,1,0,1,1,0,0.995833435,2.1583,2,0,2,FALSE,FALSE
s1011,33,28,0,0,0,0,1,0,0.5225,2.5581,2,1,1,FALSE,TRUE
s1011,34,23,0,0,0,1,0,1,0.0025,2.1757,2,2,0,FALSE,FALSE
s1011,35,75,1,1,0,1,1,1,0.744166718,3.301,3,1,2,FALSE,TRUE
s1011,36,47,0,0,1,1,1,0,0.004166718,2.6002,3,3,0,FALSE,FALSE
s1011,37,66,0,1,1,0,1,1,0.9975,2.4241,3,0,3,FALSE,FALSE
s1011,38,37,1,0,1,1,1,0,0.5,2.1391,3,2,1,FALSE,TRUE
s1011,39,63,0,1,1,1,0,1,0.300833435,3.2495,3,2,1,FALSE,TRUE
s1011,40,67,0,1,1,1,1,0,0.2375,2.6421,3,2,1,FALSE,TRUE
s1011,41,58,1,1,1,0,1,0,0.2575,2.1341,3,2,1,FALSE,TRUE
s1011,42,52,1,1,1,0,0,0,0.003333359,2.6152,3,3,0,FALSE,FALSE
s1011,43,71,1,1,0,1,0,0,0.505833435,2.4488,2,1,1,FALSE,TRUE
s1011,44,82,0,1,0,0,0,0,0.543333435,1.7413,2,1,1,FALSE,TRUE
s1011,45,22,0,0,0,0,0,0,0.9925,1.8497,1,0,1,FALSE,FALSE
s1011,46,31,1,0,1,1,0,0,0.503333435,1.658,2,1,1,FALSE,TRUE
s1011,47,38,1,0,1,0,1,0,0.000833359,2.6509,3,3,0,FALSE,FALSE
s1011,48,72,1,1,0,0,0,0,0.003333359,2.4662,2,2,0,FALSE,FALSE
s1011,49,54,1,1,1,0,0,1,0.240833435,3.4085,3,2,1,FALSE,TRUE
s1011,50,44,0,0,1,0,0,1,0.995,2.1415,2,0,2,FALSE,FALSE
s1011,51,25,0,0,0,1,1,1,0.003333359,3.0187,3,3,0,FALSE,FALSE
s1011,52,24,0,0,0,0,0,1,0.254166718,2.5566,2,1,1,FALSE,TRUE
s1011,53,68,0,1,1,0,1,0,0.5825,2.1665,3,1,2,FALSE,TRUE
s1011,54,57,1,1,1,1,1,0,0.705833435,1.9247,3,1,2,FALSE,TRUE
s1011,55,42,0,0,1,0,0,0,0.714166718,1.9164,2,1,1,FALSE,TRUE
s1011,56,45,0,0,1,1,1,1,0.275833435,2.2095,3,2,1,FALSE,TRUE
s1011,57,18,1,0,0,0,1,0,0.0025,2.451,2,2,0,FALSE,FALSE
s1011,58,53,1,1,1,1,0,1,0.516666718,1.674,3,1,2,FALSE,TRUE
s1011,59,61,0,1,1,1,0,0,0.0025,2.0006,3,3,0,FALSE,FALSE
s1011,60,17,1,0,0,1,1,0,0.525833435,1.615,2,1,1,FALSE,TRUE
s1011,61,85,0,1,0,1,1,1,0.395,1.9817,3,2,1,FALSE,TRUE
s1011,62,33,1,0,1,1,0,1,0.9975,2.0828,2,0,2,FALSE,FALSE
s1011,63,55,1,1,1,1,1,1,0.995833435,1.7913,3,0,3,FALSE,FALSE
s1011,64,14,1,0,0,0,0,1,0.000833359,11.5545,2,2,0,FALSE,FALSE
s1011,65,11,1,0,0,1,0,0,0.9975,2.4544,1,0,1,FALSE,FALSE
s1011,66,57,1,1,1,1,1,0,0.724166718,1.6316,3,1,2,FALSE,TRUE
s1011,67,31,1,0,1,1,0,0,0.719166718,1.4049,2,1,1,FALSE,TRUE
s1011,68,12,1,0,0,0,0,0,0.000833359,2.5776,1,1,0,TRUE,FALSE
s1011,69,37,1,0,1,1,1,0,0.3625,2.308,3,2,1,FALSE,TRUE
s1011,70,34,1,0,1,0,0,1,0.368333435,1.4343,2,1,1,TRUE,TRUE
s1011,71,83,0,1,0,1,0,1,0.0025,2.081,3,3,0,FALSE,FALSE
s1011,72,75,1,1,0,1,1,1,0.774166718,1.9965,3,1,2,FALSE,TRUE
s1011,73,45,0,0,1,1,1,1,0.174166718,2.0172,3,2,1,FALSE,TRUE
s1011,74,27,0,0,0,1,1,0,0.005,1.8329,2,2,0,FALSE,FALSE
s1011,75,86,0,1,0,0,1,1,0.758333435,1.7359,3,1,2,FALSE,TRUE
s1011,76,47,0,0,1,1,1,0,0.000833359,2.1279,3,3,0,FALSE,FALSE
s1011,77,58,1,1,1,0,1,0,0.1675,3.0009,3,2,1,FALSE,TRUE
s1011,78,42,0,0,1,0,0,0,0.785833435,2.2543,2,1,1,FALSE,TRUE
s1011,79,73,1,1,0,1,0,1,0.625,1.9602,3,2,1,FALSE,TRUE
s1011,80,72,1,1,0,0,0,0,0.009166718,1.9603,2,2,0,FALSE,FALSE
s1011,81,44,0,0,1,0,0,1,0.999166718,1.895,2,0,2,FALSE,FALSE
s1011,82,61,0,1,1,1,0,0,0.000833359,5.4751,3,3,0,FALSE,FALSE
s1011,83,78,1,1,0,0,1,0,0.720833435,1.9112,2,1,1,TRUE,TRUE
s1011,84,32,1,0,1,0,0,0,0.0025,2.7863,2,2,0,FALSE,FALSE
s1011,85,62,0,1,1,0,0,0,0.6775,2.0478,3,2,1,FALSE,TRUE
s1011,86,18,1,0,0,0,1,0,0.004166718,2.547,2,2,0,FALSE,FALSE
s1011,87,82,0,1,0,0,0,0,0.475833435,2.1503,2,1,1,FALSE,TRUE
s1011,88,63,0,1,1,1,0,1,0.203333435,2.5726,3,2,1,FALSE,TRUE
s1011,89,55,1,1,1,1,1,1,0.995833435,2.3678,3,0,3,FALSE,FALSE
s1011,90,21,0,0,0,1,0,0,0.004166718,2.1849,1,1,0,TRUE,FALSE
s1011,91,22,0,0,0,0,0,0,0.996666718,1.964,1,0,1,FALSE,FALSE
s1011,92,71,1,1,0,1,0,0,0.3125,2.2706,2,1,1,FALSE,TRUE
s1011,93,28,0,0,0,0,1,0,0.633333435,2.2129,2,1,1,FALSE,TRUE
s1011,94,53,1,1,1,1,0,1,0.789166718,3.0258,3,1,2,FALSE,TRUE
s1011,95,52,1,1,1,0,0,0,0.005833359,7.4557,3,3,0,FALSE,FALSE
s1011,96,15,1,0,0,1,1,1,0.25,1.9768,3,2,1,FALSE,TRUE
s1011,97,36,1,0,1,0,1,1,0.264166718,2.2828,3,2,1,FALSE,TRUE
s1011,98,24,0,0,0,0,0,1,0.739166718,2.9607,2,1,1,FALSE,TRUE
s1011,99,13,1,0,0,1,0,1,0.763333435,2.7139,2,1,1,FALSE,TRUE
s1011,100,85,0,1,0,1,1,1,0.001666718,2.8069,3,2,1,FALSE,TRUE
s1011,101,46,0,0,1,0,1,1,0.795,1.845,3,1,2,FALSE,TRUE
s1011,102,77,1,1,0,1,1,0,0.995,3.2116,2,0,2,FALSE,FALSE
s1011,103,14,1,0,0,0,0,1,0.000833359,2.645,2,2,0,FALSE,FALSE
s1011,104,56,1,1,1,0,1,1,0.705833435,6.9142,3,1,2,TRUE,TRUE
s1011,105,35,1,0,1,1,1,1,0.729166718,3.1093,3,1,2,FALSE,TRUE
s1011,106,26,0,0,0,0,1,1,0.533333435,2.2981,3,2,1,FALSE,TRUE
s1011,107,84,0,1,0,0,0,1,0.534166718,1.7075,3,2,1,FALSE,TRUE
s1011,108,65,0,1,1,1,1,1,0.596666718,3.2435,3,1,2,TRUE,TRUE
s1011,109,68,0,1,1,0,1,0,0.671666718,1.7185,3,1,2,FALSE,TRUE
s1011,110,66,0,1,1,0,1,1,0.996666718,2.1486,3,0,3,FALSE,FALSE
s1011,111,33,1,0,1,1,0,1,0.995,1.9865,2,0,2,FALSE,FALSE
s1011,112,41,0,0,1,1,0,0,0.000833359,2.7854,2,2,0,FALSE,FALSE
s1011,113,67,0,1,1,1,1,0,0.003333359,2.5482,3,2,1,FALSE,TRUE
s1011,114,16,1,0,0,0,1,1,0.008333359,2.6744,3,3,0,FALSE,FALSE
s1011,115,74,1,1,0,0,0,1,0.0025,2.425,3,3,0,FALSE,FALSE
s1011,116,54,1,1,1,0,0,1,0.009166718,1.766,3,2,1,FALSE,TRUE
s1011,117,23,0,0,0,1,0,1,0.008333359,2.4385,2,2,0,FALSE,FALSE
s1011,118,25,0,0,0,1,1,1,0.0075,2.0763,3,3,0,FALSE,FALSE
s1011,119,64,0,1,1,0,0,1,0.7325,2.4891,3,1,2,FALSE,TRUE
s1011,120,51,1,1,1,1,0,0,0.515,1.9227,3,2,1,FALSE,TRUE
s1011,121,88,0,1,0,0,1,0,0.9925,1.845,2,0,2,FALSE,FALSE
s1011,122,48,0,0,1,0,1,0,0.480833435,2.2688,3,2,1,FALSE,TRUE
s1011,123,17,1,0,0,1,1,0,0.489166718,1.8784,2,1,1,FALSE,TRUE
s1011,124,38,1,0,1,0,1,0,0.005,2.0116,3,3,0,FALSE,FALSE
s1011,125,76,1,1,0,0,1,1,0.006666718,1.8729,3,2,1,FALSE,TRUE
s1011,126,81,0,1,0,1,0,0,0.005,1.9028,2,2,0,FALSE,FALSE
s1011,127,87,0,1,0,1,1,0,0.270833435,2.7577,2,1,1,TRUE,TRUE
s1011,128,43,0,0,1,1,0,1,0.4525,1.5471,2,1,1,TRUE,TRUE
s1012,1,57,1,1,1,1,1,0,0.809000015,8.4192,3,1,2,FALSE,TRUE
s1012,2,76,1,1,0,0,1,1,0.424000015,7.354,3,2,1,FALSE,TRUE
s1012,3,83,0,1,0,1,0,1,0.005,3.9284,3,3,0,FALSE,FALSE
s1012,4,77,1,1,0,1,1,0,0.998000031,3.0883,2,0,2,FALSE,FALSE
s1012,5,58,1,1,1,0,1,0,0.273000031,5.1799,3,2,1,FALSE,TRUE
s1012,6,72,1,1,0,0,0,0,0.004000015,4.314,2,2,0,FALSE,FALSE
s1012,7,16,1,0,0,0,1,1,0.007999992,3.5825,3,3,0,FALSE,FALSE
s1012,8,66,0,1,1,0,1,1,0.998000031,2.6924,3,0,3,FALSE,FALSE
s1012,9,11,1,0,0,1,0,0,0.996999969,2.3212,1,0,1,FALSE,FALSE
s1012,10,78,1,1,0,0,1,0,0.492000046,5.4864,2,1,1,TRUE,TRUE
s1012,11,47,0,0,1,1,1,0,0.004000015,3.0953,3,3,0,FALSE,FALSE
s1012,12,26,0,0,0,0,1,1,0.365,4.8747,3,2,1,FALSE,TRUE
s1012,13,56,1,1,1,0,1,1,0.612000046,5.5102,3,1,2,TRUE,TRUE
s1012,14,42,0,0,1,0,0,0,0.505,3.3301,2,1,1,FALSE,TRUE
s1012,15,31,1,0,1,1,0,0,0.5,2.5486,2,1,1,FALSE,TRUE
s1012,16,62,0,1,1,0,0,0,0.305,4.1199,3,2,1,FALSE,TRUE
s1012,17,81,0,1,0,1,0,0,0.004000015,3.2707,2,2,0,FALSE,FALSE
s1012,18,74,1,1,0,0,0,1,0.005,2.8615,3,3,0,FALSE,FALSE
s1012,19,53,1,1,1,1,0,1,0.580999985,7.4123,3,1,2,FALSE,TRUE
s1012,20,54,1,1,1,0,0,1,0.225,4.9244,3,2,1,FALSE,TRUE
s1012,21,63,0,1,1,1,0,1,0.183000031,14.317,3,2,1,FALSE,TRUE
s1012,22,23,0,0,0,1,0,1,0.004000015,4.3729,2,2,0,FALSE,FALSE
s1012,23,75,1,1,0,1,1,1,0.628000031,3.1148,3,1,2,FALSE,TRUE
s1012,24,25,0,0,0,1,1,1,0.006000023,4.2773,3,3,0,FALSE,FALSE
s1012,25,38,1,0,1,0,1,0,0.001000023,3.702,3,3,0,FALSE,FALSE
s1012,26,37,1,0,1,1,1,0,0.357000046,4.5334,3,2,1,FALSE,TRUE
s1012,27,14,1,0,0,0,0,1,0.005,3.5494,2,2,0,FALSE,FALSE
s1012,28,21,0,0,0,1,0,0,0.007000008,2.7953,1,1,0,TRUE,FALSE
s1012,29,87,0,1,0,1,1,0,0.464000015,7.9826,2,1,1,TRUE,TRUE
s1012,30,35,1,0,1,1,1,1,0.563000031,4.4266,3,1,2,FALSE,TRUE
s1012,31,88,0,1,0,0,1,0,0.995,2.7144,2,0,2,FALSE,FALSE
s1012,32,55,1,1,1,1,1,1,0.996999969,3.0936,3,0,3,FALSE,FALSE
s1012,33,43,0,0,1,1,0,1,0.474000015,4.9938,2,1,1,TRUE,TRUE
s1012,34,36,1,0,1,0,1,1,0.260999985,4.5179,3,2,1,FALSE,TRUE
s1012,35,82,0,1,0,0,0,0,0.374000015,5.1157,2,1,1,FALSE,TRUE
s1012,36,85,0,1,0,1,1,1,0.220999985,5.2769,3,2,1,FALSE,TRUE
s1012,37,48,0,0,1,0,1,0,0.280999985,6.1075,3,2,1,FALSE,TRUE
s1012,38,13,1,0,0,1,0,1,0.464000015,3.4781,2,1,1,FALSE,TRUE
s1012,39,22,0,0,0,0,0,0,0.998000031,2.6235,1,0,1,FALSE,FALSE
s1012,40,68,0,1,1,0,1,0,0.690999985,3.7139,3,1,2,FALSE,TRUE
s1012,41,71,1,1,0,1,0,0,0.494000015,2.6017,2,1,1,FALSE,TRUE
s1012,42,46,0,0,1,0,1,1,0.624000015,4.6536,3,1,2,FALSE,TRUE
s1012,43,33,1,0,1,1,0,1,0.996999969,2.7026,2,0,2,FALSE,FALSE
s1012,44,24,0,0,0,0,0,1,0.493000031,4.7761,2,1,1,FALSE,TRUE
s1012,45,17,1,0,0,1,1,0,0.493000031,3.781,2,1,1,FALSE,TRUE
s1012,46,41,0,0,1,1,0,0,0.005,3.3376,2,2,0,FALSE,FALSE
s1012,47,84,0,1,0,0,0,1,0.329000015,4.5579,3,2,1,FALSE,TRUE
s1012,48,15,1,0,0,1,1,1,0.247000046,3.8294,3,2,1,FALSE,TRUE
s1012,49,27,0,0,0,1,1,0,0.007000008,11.118,2,2,0,FALSE,FALSE
s1012,50,65,0,1,1,1,1,1,0.578000031,7.1193,3,1,2,TRUE,TRUE
s1012,51,18,1,0,0,0,1,0,0.002000008,2.5936,2,2,0,FALSE,FALSE
s1012,52,44,0,0,1,0,0,1,0.994000092,2.4976,2,0,2,FALSE,FALSE
s1012,53,61,0,1,1,1,0,0,0.001000023,3.7908,3,3,0,FALSE,FALSE
s1012,54,28,0,0,0,0,1,0,0.482000046,3.0959,2,1,1,FALSE,TRUE
s1012,55,52,1,1,1,0,0,0,0.006000023,3.256,3,3,0,FALSE,FALSE
s1012,56,12,1,0,0,0,0,0,0.005,2.5148,1,1,0,TRUE,FALSE
s1012,57,86,0,1,0,0,1,1,0.638000031,3.5286,3,1,2,FALSE,TRUE
s1012,58,51,1,1,1,1,0,0,0.119000015,5.2603,3,2,1,FALSE,TRUE
s1012,59,67,0,1,1,1,1,0,0.147999992,7.8749,3,2,1,FALSE,TRUE
s1012,60,32,1,0,1,0,0,0,0.004000015,4.7395,2,2,0,FALSE,FALSE
s1012,61,34,1,0,1,0,0,1,0.493000031,3.7486,2,1,1,TRUE,TRUE
s1012,62,73,1,1,0,1,0,1,0.332000046,4.075,3,2,1,FALSE,TRUE
s1012,63,64,0,1,1,0,0,1,0.555,5.4946,3,1,2,FALSE,TRUE
s1012,64,45,0,0,1,1,1,1,0.137000008,6.2657,3,2,1,FALSE,TRUE
s1012,65,23,0,0,0,1,0,1,0.006000023,2.7565,2,2,0,FALSE,FALSE
s1012,66,78,1,1,0,0,1,0,0.392000046,5.1272,2,1,1,TRUE,TRUE
s1012,67,34,1,0,1,0,0,1,0.48,6.4515,2,1,1,TRUE,TRUE
s1012,68,33,1,0,1,1,0,1,0.994000092,2.2548,2,0,2,FALSE,FALSE
s1012,69,52,1,1,1,0,0,0,0.01,4.2612,3,3,0,FALSE,FALSE
s1012,70,81,0,1,0,1,0,0,0.005,3.9467,2,2,0,FALSE,FALSE
s1012,71,14,1,0,0,0,0,1,0.005,2.9715,2,2,0,FALSE,FALSE
s1012,72,17,1,0,0,1,1,0,0.518000031,3.5817,2,1,1,FALSE,TRUE
s1012,73,38,1,0,1,0,1,0,0.007000008,6.9101,3,3,0,FALSE,FALSE
s1012,74,32,1,0,1,0,0,0,0.002000008,3.2074,2,2,0,FALSE,FALSE
s1012,75,63,0,1,1,1,0,1,0.122000008,3.0973,3,2,1,FALSE,TRUE
s1012,76,66,0,1,1,0,1,1,0.991999969,3.4136,3,0,3,FALSE,FALSE
s1012,77,44,0,0,1,0,0,1,0.995,2.2484,2,0,2,FALSE,FALSE
s1012,78,62,0,1,1,0,0,0,0.235,4.9545,3,2,1,FALSE,TRUE
s1012,79,16,1,0,0,0,1,1,0.005,3.3217,3,3,0,FALSE,FALSE
s1012,80,75,1,1,0,1,1,1,0.660999985,2.9945,3,1,2,FALSE,TRUE
s1012,81,84,0,1,0,0,0,1,0.423000031,4.7198,3,2,1,FALSE,TRUE
s1012,82,58,1,1,1,0,1,0,0.650999985,3.3994,3,2,1,FALSE,TRUE
s1012,83,43,0,0,1,1,0,1,0.332000046,4.4298,2,1,1,TRUE,TRUE
s1012,84,82,0,1,0,0,0,0,0.49,3.4304,2,1,1,FALSE,TRUE
s1012,85,77,1,1,0,1,1,0,0.999000092,2.7986,2,0,2,FALSE,FALSE
s1012,86,12,1,0,0,0,0,0,0.005,3.0924,1,1,0,TRUE,FALSE
s1012,87,13,1,0,0,1,0,1,0.51,5.0019,2,1,1,FALSE,TRUE
s1012,88,61,0,1,1,1,0,0,0.006000023,3.4797,3,3,0,FALSE,FALSE
s1012,89,65,0,1,1,1,1,1,0.513000031,4.8432,3,1,2,TRUE,TRUE
s1012,90,47,0,0,1,1,1,0,0.004000015,6.7411,3,3,0,FALSE,FALSE
s1012,91,85,0,1,0,1,1,1,0.185999985,5.5255,3,2,1,FALSE,TRUE
s1012,92,25,0,0,0,1,1,1,0.007999992,4.3426,3,3,0,FALSE,FALSE
s1012,93,15,1,0,0,1,1,1,0.195999985,4.8739,3,2,1,FALSE,TRUE
s1012,94,48,0,0,1,0,1,0,0.255,5.9837,3,2,1,FALSE,TRUE
s1012,95,64,0,1,1,0,0,1,0.587000046,3.7788,3,1,2,FALSE,TRUE
s1012,96,68,0,1,1,0,1,0,0.619000015,2.6785,3,1,2,FALSE,TRUE
s1012,97,71,1,1,0,1,0,0,0.494000015,4.2798,2,1,1,FALSE,TRUE
s1012,98,22,0,0,0,0,0,0,0.998000031,2.9849,1,0,1,FALSE,FALSE
s1012,99,27,0,0,0,1,1,0,0.006000023,3.0509,2,2,0,FALSE,FALSE
s1012,100,74,1,1,0,0,0,1,0.002999992,5.5249,3,3,0,FALSE,FALSE
s1012,101,18,1,0,0,0,1,0,0.002999992,2.7184,2,2,0,FALSE,FALSE
s1012,102,67,0,1,1,1,1,0,0.169000015,5.062,3,2,1,FALSE,TRUE
s1012,103,11,1,0,0,1,0,0,0.999000092,3.1693,1,0,1,FALSE,FALSE
s1012,104,57,1,1,1,1,1,0,0.725,2.9753,3,1,2,FALSE,TRUE
s1012,105,83,0,1,0,1,0,1,0.017000008,4.127,3,3,0,FALSE,FALSE
s1012,106,53,1,1,1,1,0,1,0.688000031,2.3696,3,1,2,FALSE,TRUE
s1012,107,36,1,0,1,0,1,1,0.156000023,3.7342,3,2,1,FALSE,TRUE
s1012,108,35,1,0,1,1,1,1,0.654000015,3.6622,3,1,2,FALSE,TRUE
s1012,109,86,0,1,0,0,1,1,0.708000031,3.3617,3,1,2,FALSE,TRUE
s1012,110,55,1,1,1,1,1,1,0.996000061,2.4618,3,0,3,FALSE,FALSE
s1012,111,87,0,1,0,1,1,0,0.395999985,4.7613,2,1,1,TRUE,TRUE
s1012,112,73,1,1,0,1,0,1,0.365,5.0524,3,2,1,FALSE,TRUE
